Supplier,Product,Contract Length,Compliance,SLA,Delivery Time (days),Base Price,Additional Fees,Total Price,Price Volatility,Delivery Risk,Contract Risk,Market Price Trends_Increasing,Market Price Trends_Stable
Supplier_62,Data Analytics Tool,24,1,99.84603465965205,90,36234,1367,37601,0.019363746197443722,0.12222222222222223,0.8785307492071559,1,0
Supplier_62,Database Management,36,1,99.7618023704279,60,25014,518,25532,0.09521134043021236,0.1499999999999999,0.5018346608928952,1,0
Supplier_47,Data Analytics Tool,12,0,99.76495993789521,60,21375,864,22239,0.19833722807854715,0.016666666666666607,0.6502969740735076,1,0
Supplier_62,AI Software,12,1,99.71050201235226,60,21181,4332,25513,0.1540875605584674,0.2666666666666666,0.32900572966223285,0,1
Supplier_51,Database Management,12,1,99.6513288677636,90,20490,1079,21569,0.042105697688122605,0.18888888888888888,0.5914542707944712,0,1
Supplier_55,Cybersecurity Suite,12,1,99.73630953701357,45,23729,1045,24774,0.10028829473958215,0.288888888888889,0.2621129720167965,0,1
Supplier_64,Database Management,48,0,99.55806125579652,90,25974,4650,30624,0.04672495272971331,0.0,0.3430440057930102,1,0
Supplier_3,Cloud Storage,12,0,99.97114153610171,90,39918,3539,43457,0.08191218545250185,0.0,0.6107004005865431,0,1
Supplier_51,Database Management,12,0,99.85006127417702,30,39680,4637,44317,0.15601680474699298,0.0,0.7204160690923429,0,1
Supplier_7,Cloud Storage,12,0,99.96670888717703,90,38324,4544,42868,0.15424496305808075,0.1333333333333333,1.3115361942347918,0,0
Supplier_21,Database Management,12,1,99.61109641734168,60,21882,4826,26708,0.04562007558047703,0.03333333333333344,0.9435652171569769,0,1
Supplier_73,Cloud Storage,36,1,99.93087709988649,45,22987,952,23939,0.18444466363097203,0.288888888888889,0.04188039383877551,0,0
Supplier_39,AI Software,12,1,99.89630709243613,45,25585,4461,30046,0.11851363655296537,0.37777777777777777,0.7030683226320282,1,0
Supplier_18,Data Analytics Tool,36,0,99.83180468210426,45,23159,1881,25040,0.07598485819240292,0.37777777777777777,0.5842247888317181,0,1
Supplier_4,Cybersecurity Suite,48,0,99.80626430118174,60,24530,1967,26497,0.10038711615617213,0.31666666666666665,1.120196986074274,0,1
Supplier_89,Database Management,24,0,99.65510933598125,60,37065,3238,40303,0.12101425068754874,0.0,0.2491585236214276,0,1
Supplier_60,Data Analytics Tool,12,0,99.90004128463286,60,21073,1716,22789,0.11197810636915709,0.0,0.773499584935216,1,0
Supplier_14,Cybersecurity Suite,24,0,99.74574257612507,60,33743,1380,35123,0.09728100710723564,0.03333333333333344,1.6536299285279572,1,0
Supplier_9,Cybersecurity Suite,24,0,99.53473687218673,60,38771,4314,43085,0.10098656081788003,0.0,0.24192772811923657,1,0
Supplier_90,Cloud Storage,48,1,99.65330294881902,90,22693,3649,26342,0.035282382085577234,0.14444444444444438,1.0762923485239375,0,0
Supplier_53,AI Software,24,1,99.9582955782872,60,29562,584,30146,0.16254658086093587,0.08333333333333326,0.019043409274291823,1,0
Supplier_2,AI Software,36,1,99.91683332769637,60,24340,4644,28984,0.10835206398820307,0.25,0.7324546291337297,0,1
Supplier_84,Data Analytics Tool,24,1,99.9811337920575,60,22156,1668,23824,0.02621597234094062,0.30000000000000004,1.133113221168653,0,1
Supplier_92,AI Software,24,1,99.807716757476,60,36184,4664,40848,0.1532314203165556,0.31666666666666665,0.6571976616400622,0,0
Supplier_60,Database Management,24,0,99.6212799358388,45,27966,3629,31595,0.18648879567547016,0.19999999999999996,0.43902924398044796,0,1
Supplier_71,AI Software,12,0,99.57977937434167,60,22580,4145,26725,0.18946137984739242,0.28333333333333344,0.04488101647271803,0,1
Supplier_44,Data Analytics Tool,12,1,99.59158807589814,90,27257,3026,30283,0.07380354648223456,0.21111111111111103,0.9201138133226288,1,0
Supplier_8,AI Software,36,0,99.50969987259016,90,22159,3367,25526,0.02710337471215081,0.05555555555555558,1.2702962226915748,1,0
Supplier_47,Database Management,36,1,99.69143423438311,90,36172,4016,40188,0.10367992532661303,0.14444444444444438,0.02899674433594801,0,0
Supplier_35,Cloud Storage,12,1,99.59379956344478,30,33900,3867,37767,0.02252184586984414,0.5,0.6898210713287619,1,0
Supplier_78,Data Analytics Tool,36,1,99.70171117562379,45,31440,2694,34134,0.18679748370252347,0.0888888888888888,0.6818372535762582,0,1
Supplier_81,Cloud Storage,12,1,99.95814727160099,60,34678,4055,38733,0.0367159254710292,0.30000000000000004,0.12434531744241073,0,0
Supplier_36,Cloud Storage,48,1,99.71096470265852,30,34436,945,35381,0.05055317199023282,0.19999999999999996,0.21427180931025958,0,1
Supplier_50,Cloud Storage,24,0,99.93021240352256,60,32021,4126,36147,0.08132730537699409,0.0,0.06449068045584627,0,1
Supplier_4,Cybersecurity Suite,24,0,99.79669733564178,30,26772,4516,31288,0.07663289371182516,0.6000000000000001,0.5742935397085736,1,0
Supplier_2,Cybersecurity Suite,36,1,99.62109446178408,30,21627,4375,26002,0.1589325784795778,0.03333333333333344,0.6220294792520092,0,1
Supplier_6,Cloud Storage,12,1,99.67436883203702,90,31664,3837,35501,0.09126336411019248,0.12222222222222223,0.7057422983554444,1,0
Supplier_54,Data Analytics Tool,12,0,99.5411205725525,90,28219,761,28980,0.03415365200066738,0.04444444444444451,0.8171021330026149,0,1
Supplier_4,Database Management,36,1,99.66339667086204,30,38369,2348,40717,0.05344197909721482,0.0,1.3610088213080136,1,0
Supplier_54,Database Management,12,1,99.83199506329673,90,29713,4525,34238,0.10182267703750442,0.12222222222222223,0.8156243966831267,0,1
Supplier_93,AI Software,48,1,99.53533443553542,30,28488,2766,31254,0.02949078348522698,0.3999999999999999,0.012756479707430546,1,0
Supplier_63,Data Analytics Tool,24,1,99.60064669015424,45,22181,591,22772,0.12233113512920282,0.0,0.6952296557477357,0,0
Supplier_18,Cybersecurity Suite,36,1,99.68690611029253,90,31594,4722,36316,0.11314946131022918,0.1333333333333333,0.4179992169203516,0,1
Supplier_90,Cloud Storage,36,1,99.98120427313782,90,38680,4675,43355,0.14294046327645155,0.12222222222222223,0.565557483226387,0,1
Supplier_44,AI Software,12,1,99.88458229324985,90,27164,3809,30973,0.18754092307587356,0.1777777777777778,1.1490806020188844,0,1
Supplier_34,Database Management,36,0,99.85940850578113,45,38981,1482,40463,0.18245091222023113,0.22222222222222232,0.35023661432707676,0,1
Supplier_74,Cybersecurity Suite,48,1,99.55693356869747,30,20901,3943,24844,0.18921512361376627,0.06666666666666665,0.9170985051717943,1,0
Supplier_62,Cybersecurity Suite,12,0,99.88268798787134,60,29290,3033,32323,0.04894311940474019,0.30000000000000004,0.1339748667497812,1,0
Supplier_100,Cloud Storage,12,1,99.88478171764284,90,38061,1193,39254,0.026313061327870924,0.07777777777777772,0.6715118072810374,0,1
Supplier_14,Database Management,12,1,99.79454032085592,30,22881,4620,27501,0.060455340099289705,0.6000000000000001,0.004359579956580428,0,1
Supplier_95,Data Analytics Tool,12,1,99.9852772731792,45,33058,655,33713,0.17901703455326293,0.22222222222222232,0.9246511054051808,0,1
Supplier_48,Cybersecurity Suite,48,1,99.65937441390302,60,25622,4088,29710,0.19441069492469765,0.08333333333333326,0.1125041332380915,1,0
Supplier_15,Cloud Storage,12,0,99.9612234996385,90,21378,2312,23690,0.1718649902140952,0.0,0.09488423014757463,0,1
Supplier_72,Data Analytics Tool,36,0,99.94821824632868,45,37632,4614,42246,0.022003544225508723,0.0,0.33300763305224423,0,0
Supplier_78,Database Management,48,1,99.50562552327719,45,25650,1907,27557,0.18948559961195865,0.0,0.5735662860390807,1,0
Supplier_87,Cybersecurity Suite,24,1,99.72055709797266,60,32433,1716,34149,0.0846716054701572,0.19999999999999996,0.21430007232287862,0,1
Supplier_62,Data Analytics Tool,24,0,99.97878107419527,30,29456,1910,31366,0.001862058152470736,0.0,0.5851216609271247,1,0
Supplier_40,Data Analytics Tool,36,1,99.55052946757996,90,27036,3997,31033,0.08847874814963873,0.07777777777777772,0.4429140980419636,0,0
Supplier_85,Data Analytics Tool,36,1,99.76841450024783,90,26487,4872,31359,0.00921383393509352,0.04444444444444451,0.03417558904108742,1,0
Supplier_80,Cybersecurity Suite,48,1,99.97968917845013,30,37442,1051,38493,0.10877558423222351,0.0,0.8196520622553006,0,1
Supplier_82,Cybersecurity Suite,24,0,99.77219275781187,30,38432,3894,42326,0.06771080548741026,0.2666666666666666,0.8104329135731705,0,1
Supplier_53,AI Software,24,1,99.59300949845635,30,24248,1676,25924,0.09468698671880976,0.3666666666666667,0.6897015348618686,0,0
Supplier_24,Database Management,24,1,99.78526978274536,60,38860,4832,43692,0.12263407214862342,0.0,0.9248708535798804,1,0
Supplier_26,Cloud Storage,24,1,99.60017588123527,60,24603,1497,26100,0.17376021916356407,0.31666666666666665,0.8981169240835236,1,0
Supplier_89,Data Analytics Tool,24,1,99.7546550888183,90,39937,4576,44513,0.13238031529438574,0.0,0.3109730213830333,0,0
Supplier_60,AI Software,12,1,99.53628068677705,60,32632,3231,35863,0.08680977369563614,0.016666666666666607,0.09966392207677588,0,0
Supplier_41,Cloud Storage,36,0,99.79668650791506,45,20220,4437,24657,0.16388557073407303,0.0888888888888888,0.472467184033096,0,0
Supplier_29,AI Software,12,1,99.7532270701728,90,34226,4552,38778,0.18111642751462645,0.15555555555555545,0.8317853001851593,0,1
Supplier_15,Cybersecurity Suite,24,1,99.86267907069312,60,24818,872,25690,0.023951993286439446,0.016666666666666607,1.180470797783071,1,0
Supplier_45,Data Analytics Tool,48,0,99.8090432308678,30,27349,2748,30097,0.10638659551055829,0.6000000000000001,0.6938470147415614,1,0
Supplier_65,Cloud Storage,48,1,99.76930707158007,45,25618,1348,26966,0.05690239194848883,0.22222222222222232,0.20970035492304223,1,0
Supplier_89,Cloud Storage,24,0,99.83799163613158,30,29856,3056,32912,0.009412239575389482,0.0,0.14004481213422904,1,0
Supplier_71,Cloud Storage,24,0,99.5705315376504,90,24576,2822,27398,0.13370933902279708,0.06666666666666665,0.5220805753162658,0,1
Supplier_9,Cloud Storage,48,1,99.7917262340167,30,38255,1003,39258,0.17255415549184513,0.3666666666666667,0.5785853485929497,1,0
Supplier_88,Cloud Storage,12,1,99.58433419538316,60,35207,3689,38896,0.03258053089547881,0.16666666666666674,0.275093645805314,1,0
Supplier_1,AI Software,12,1,99.95350588184742,60,21462,1202,22664,0.1624827315247801,0.2333333333333334,0.9433572987098816,0,1
Supplier_8,Data Analytics Tool,24,0,99.53348371137434,90,35905,4125,40030,0.17067914670738835,0.11111111111111116,0.3650836732844007,1,0
Supplier_88,Cybersecurity Suite,12,1,99.71088362734848,30,36252,814,37066,0.18286808853329672,0.43333333333333335,0.912584217924823,0,1
Supplier_63,Cybersecurity Suite,48,0,99.84094076405117,90,28236,2876,31112,0.053057017817210485,0.10000000000000009,0.7805218027570218,0,1
Supplier_11,Cybersecurity Suite,12,1,99.72443088371745,30,27813,1540,29353,0.18079061303797786,0.19999999999999996,0.7554372725155811,0,1
Supplier_81,Cybersecurity Suite,24,1,99.54512667408412,45,22068,4878,26946,0.06413255094728645,0.33333333333333326,1.106719579782232,1,0
Supplier_8,AI Software,48,1,99.77115571790209,60,25753,3490,29243,0.11046760269110056,0.06666666666666665,0.6267838170518446,1,0
Supplier_35,Database Management,12,1,99.8143996353254,90,27237,757,27994,0.010101494166456428,0.1777777777777778,0.8380032352162481,1,0
Supplier_35,Data Analytics Tool,36,1,99.84485823238535,45,34175,1074,35249,0.008776217673748721,0.0,0.6287213870255821,1,0
Supplier_33,Cloud Storage,48,1,99.68289730908675,45,26191,2052,28243,0.1440746425464406,0.022222222222222143,0.5537282313983612,0,0
Supplier_5,Database Management,48,1,99.77619338580409,90,37898,1257,39155,0.08889599559555822,0.07777777777777772,0.9864140184828889,0,1
Supplier_41,Cybersecurity Suite,36,1,99.72083637272007,90,38982,3310,42292,0.05125847507384351,0.0,0.7322905674256961,0,1
Supplier_28,Database Management,36,1,99.8293074589886,45,34622,1604,36226,0.03808269920498204,0.19999999999999996,1.2769463883925212,0,0
Supplier_7,Data Analytics Tool,48,0,99.78594291398916,30,21001,3959,24960,0.13399069817184361,0.0,0.8724628150836742,0,1
Supplier_73,Cloud Storage,36,0,99.75762054758397,45,37417,4492,41909,8.030880506797456e-05,0.0,0.21563976272584917,0,0
Supplier_72,Cloud Storage,24,1,99.62226693975074,90,34877,703,35580,0.16117823383937085,0.21111111111111103,0.08380415909506078,0,0
Supplier_12,Data Analytics Tool,24,0,99.50098907369663,45,30232,3275,33507,0.015849921225985764,0.0888888888888888,0.9828944365985987,1,0
Supplier_34,Data Analytics Tool,24,0,99.5853000209026,30,24476,2832,27308,0.03829792298162389,0.30000000000000004,0.5140806956192732,0,0
Supplier_33,Cybersecurity Suite,48,1,99.55736236029784,60,36862,2492,39354,0.07724727905981793,0.2666666666666666,0.8291817799499177,0,1
Supplier_48,Cloud Storage,36,1,99.72005152505537,60,20515,2743,23258,0.09697174794322072,0.0,0.4437835792823357,0,1
Supplier_23,Database Management,36,1,99.8000064938733,45,32478,806,33284,0.07099902316278837,0.3111111111111111,0.5708530255443127,1,0
Supplier_62,AI Software,12,1,99.60441165425556,30,21191,2187,23378,0.06414243299685878,0.30000000000000004,0.5270709385134583,0,1
Supplier_88,AI Software,12,1,99.96013797702392,60,30860,4609,35469,0.1927832024146377,0.30000000000000004,0.23820278375739107,0,0
Supplier_37,Data Analytics Tool,36,0,99.50327424331971,45,33448,2360,35808,0.12831593624867885,0.33333333333333326,0.615214896596914,0,1
Supplier_99,Cybersecurity Suite,36,1,99.87842749743102,45,26297,2461,28758,0.004686591073477642,0.022222222222222143,0.8280432857742522,1,0
Supplier_44,AI Software,36,0,99.80635033706992,30,36655,1222,37877,0.08603518168886265,0.6333333333333333,0.15750054807580383,1,0
Supplier_86,Cloud Storage,48,1,99.68304185251336,90,28334,1279,29613,0.17500173994879406,0.16666666666666674,0.5943317339265958,1,0
Supplier_91,Data Analytics Tool,36,1,99.52473958276208,45,26008,1028,27036,0.06029123728213359,0.0,0.5936105444464144,0,1
Supplier_35,Database Management,12,1,99.80746842017429,90,27987,843,28830,0.018911268954877648,0.0,0.9641849640563588,0,1
Supplier_65,Data Analytics Tool,48,1,99.68895062130416,90,23332,4286,27618,0.15167695431798356,0.1777777777777778,0.32346357373073603,0,0
Supplier_99,Database Management,36,1,99.95877089831247,60,20787,4182,24969,0.12120276638721626,0.19999999999999996,1.1800519429764849,0,1
Supplier_47,Data Analytics Tool,12,0,99.76557513669599,90,26222,708,26930,0.11406250156530079,0.0,0.5937191696530375,0,0
Supplier_78,Data Analytics Tool,48,1,99.96042924053381,30,29873,3906,33779,0.010715311921481585,0.3666666666666667,0.22742172872352928,1,0
Supplier_3,Data Analytics Tool,36,0,99.60803700980192,60,37006,1811,38817,0.028099801959103467,0.19999999999999996,0.17132454445437495,1,0
Supplier_1,Database Management,36,0,99.85560569607841,60,23676,2799,26475,0.12450987924262276,0.19999999999999996,0.6676017135832351,1,0
Supplier_5,Database Management,36,0,99.80245202021587,60,22572,3836,26408,0.04156476829176717,0.30000000000000004,0.6094452973272788,0,1
Supplier_90,Data Analytics Tool,48,1,99.86231003261734,45,26915,2447,29362,0.10081401594968487,0.3999999999999999,0.6435521229874175,1,0
Supplier_14,AI Software,12,1,99.60518725334654,45,25033,1419,26452,0.1089763372058787,0.0,0.08800602751145226,0,0
Supplier_27,Cybersecurity Suite,12,0,99.82584731295651,90,27788,2544,30332,0.05670143805418788,0.07777777777777772,0.893534583498437,1,0
Supplier_9,Cybersecurity Suite,24,1,99.74403979259786,60,35689,918,36607,0.1896850311082986,0.2666666666666666,0.5892663968090484,0,0
Supplier_79,Cybersecurity Suite,36,1,99.86398423770409,60,31452,2249,33701,0.16849282136711505,0.1499999999999999,0.513369406430358,1,0
Supplier_15,Database Management,24,0,99.66025187563439,30,24712,3342,28054,0.1444747015265597,0.0,0.9623614472477392,0,1
Supplier_90,Database Management,24,1,99.93612794247797,90,20066,1599,21665,0.015598773281881818,0.0,0.39006606574762825,0,1
Supplier_42,AI Software,12,1,99.54130764415956,30,35855,3892,39747,0.02122600386180389,0.0,0.8635770031391459,0,0
Supplier_77,Cybersecurity Suite,48,1,99.89552276620768,90,32478,3272,35750,0.09855626917299115,0.0,0.9292609751978921,0,1
Supplier_51,Cybersecurity Suite,48,1,99.9220466166494,90,27533,2980,30513,0.032142669838197135,0.0,0.3034532164496062,0,0
Supplier_63,Data Analytics Tool,12,0,99.90045363256974,45,35103,2045,37148,0.19565309270589482,0.0,0.8639358074599548,0,0
Supplier_96,Database Management,48,1,99.75123593318827,45,24616,1570,26186,0.03170404680548189,0.0,0.7815231295330671,0,1
Supplier_52,Cybersecurity Suite,24,1,99.71480864021507,30,33277,2350,35627,0.0974935670927948,0.46666666666666656,0.9308076723447618,0,1
Supplier_96,AI Software,36,1,99.98816852039718,90,37524,4698,42222,0.07282421136830108,0.18888888888888888,0.24575031218588783,1,0
Supplier_4,AI Software,12,0,99.61229425609494,60,25730,3439,29169,0.1278772842908196,0.19999999999999996,0.5769591501209791,0,1
Supplier_94,Cybersecurity Suite,36,1,99.76796922327927,45,30724,2403,33127,0.025807281777884983,0.3111111111111111,0.27454458474044463,1,0
Supplier_23,Database Management,48,1,99.82863100743734,60,31772,1178,32950,0.08606328560847819,0.0,0.8240944904843742,1,0
Supplier_15,AI Software,36,0,99.8434251415721,30,36268,1488,37756,0.05494100656142873,0.0,0.005324190571064258,1,0
Supplier_43,Data Analytics Tool,48,1,99.5999720862119,45,32940,2975,35915,0.17755030493433763,0.22222222222222232,0.5648191628863961,1,0
Supplier_29,AI Software,48,1,99.8204571052465,45,39723,2107,41830,0.008117142426939018,0.04444444444444451,0.339203431271918,0,1
Supplier_36,Cloud Storage,24,1,99.90100108757585,90,36932,3369,40301,0.18274549880129187,0.12222222222222223,0.32268370707782024,1,0
Supplier_13,Cloud Storage,48,1,99.52450910264234,30,34643,2002,36645,0.16659882771060008,0.06666666666666665,0.844906323864917,0,1
Supplier_32,Database Management,24,1,99.9466454337294,90,20198,2289,22487,0.059514143288163096,0.011111111111111072,1.0514844493139939,0,1
Supplier_71,Cybersecurity Suite,24,1,99.51445698702115,45,36955,1925,38880,0.15785813093542095,0.4222222222222223,0.6091953913933262,1,0
Supplier_59,Database Management,24,1,99.67442580591931,30,37174,2940,40114,0.006242712067749512,0.06666666666666665,0.8531729786467225,0,0
Supplier_86,Database Management,12,0,99.50774846615415,45,29830,2542,32372,0.19337311005867874,0.33333333333333326,0.26459711188102997,0,1
Supplier_28,Database Management,12,1,99.53780113258439,30,33798,1778,35576,0.10531898851795787,0.6000000000000001,0.5195018547649811,1,0
Supplier_66,Database Management,48,1,99.94647245973823,45,37558,3094,40652,0.06065620521308906,0.1333333333333333,0.450536539067076,1,0
Supplier_42,Data Analytics Tool,24,1,99.67388180706561,60,31469,2936,34405,0.07251664251893541,0.16666666666666674,0.011644899503096218,0,1
Supplier_45,Data Analytics Tool,12,1,99.70813804990827,60,20178,4303,24481,0.013281070692099474,0.10000000000000009,0.5568121431407401,0,1
Supplier_62,AI Software,24,0,99.60551874687745,90,38628,2705,41333,0.19786990280840785,0.14444444444444438,0.6615243241461749,0,0
Supplier_57,Cloud Storage,36,1,99.7925769273915,60,37118,1527,38645,0.007858389030138491,0.06666666666666665,0.79191440441907,1,0
Supplier_6,Database Management,36,1,99.79145357519211,45,20798,4039,24837,0.13098142462957182,0.022222222222222143,0.7362798987834215,1,0
Supplier_28,AI Software,36,1,99.68237819199436,45,27601,3983,31584,0.08854718554129166,0.1333333333333333,0.7713395284530771,1,0
Supplier_28,Cloud Storage,48,1,99.66318708718464,60,22795,2741,25536,0.18978324363774302,0.2333333333333334,0.06675025485075692,0,1
Supplier_44,Cybersecurity Suite,24,1,99.93363251100848,90,32496,3265,35761,0.049199948061359036,0.0,0.11644552408471143,1,0
Supplier_84,Data Analytics Tool,36,0,99.68780927742468,60,24588,1673,26261,0.10641736478760228,0.16666666666666674,1.3964745775439524,1,0
Supplier_30,Cloud Storage,12,1,99.74181548615566,30,27297,3730,31027,0.0964712417165506,0.10000000000000009,0.7749791919736402,1,0
Supplier_62,Cybersecurity Suite,36,0,99.63881933358822,30,23084,3850,26934,0.14057328881002026,0.03333333333333344,0.07964512903476584,0,1
Supplier_75,Cloud Storage,36,0,99.88551705664499,30,31110,903,32013,0.013602046390484103,0.46666666666666656,0.42960274344854676,0,1
Supplier_92,Data Analytics Tool,36,1,99.69474959688056,60,20731,3225,23956,0.038757826004670974,0.2666666666666666,0.5543225980836554,0,1
Supplier_89,Data Analytics Tool,48,0,99.75166941280672,60,21129,3882,25011,0.04291296401856997,0.1333333333333333,0.32874598834960655,0,0
Supplier_62,AI Software,12,1,99.62414501332923,60,21605,4663,26268,0.14763015096833795,0.08333333333333326,0.920433702225778,1,0
Supplier_97,Database Management,24,1,99.98395320024721,30,31970,587,32557,0.03782773926534802,0.03333333333333344,1.1437706081012446,1,0
Supplier_1,Cloud Storage,12,1,99.64283291305263,90,30937,1658,32595,0.11469835277819534,0.04444444444444451,0.33281836109167195,0,1
Supplier_27,Cloud Storage,24,0,99.87766384014371,45,31362,4773,36135,0.04304876410019074,0.06666666666666665,0.7548725289085606,0,1
Supplier_62,Cybersecurity Suite,48,1,99.70947286867481,60,22933,3357,26290,0.1723249900167957,0.0,0.6486950425330354,1,0
Supplier_77,Data Analytics Tool,48,0,99.60104652849122,90,35187,1881,37068,0.1884370908979277,0.11111111111111116,0.6374453787179021,1,0
Supplier_3,Cloud Storage,48,1,99.89186219434278,45,25074,2564,27638,0.10369859498844809,0.0888888888888888,1.053427700787068,1,0
Supplier_70,Data Analytics Tool,48,1,99.66346732662423,45,34037,2874,36911,0.07046177684183566,0.288888888888889,0.2113896680885528,0,1
Supplier_72,Cloud Storage,24,1,99.92394474022493,45,27099,817,27916,0.04681155500349983,0.3999999999999999,0.6965071834768891,1,0
Supplier_27,AI Software,36,1,99.94847602060973,90,37874,2002,39876,0.009956200304608753,0.12222222222222223,0.3760417911091565,0,1
Supplier_9,Database Management,24,1,99.92131367934172,90,20893,2542,23435,0.05370001523949908,0.03333333333333344,0.9426097101586556,0,1
Supplier_62,Cloud Storage,12,0,99.51715387825533,30,21390,2522,23912,0.13084715598906357,0.2333333333333334,0.8179847710772054,1,0
Supplier_37,Data Analytics Tool,48,1,99.8858129390525,90,39773,618,40391,0.10672338626184218,0.0,0.7876944695313122,0,1
Supplier_97,AI Software,48,1,99.70155633858458,90,24239,1209,25448,0.1888082556561855,0.0,0.25218198181926943,0,1
